samolot;data;trasa;premier
YK;13.06.2010;EPGD-EPWA;dane/pdt.pdf
EMB;17.06.2010;WAW-Bruksela-WAW;dane/pdt.pdf
EMB;18.06.2010;WAW-KTW-GDN;dane/pdt.pdf
YK;20.06.2010;EPGD-EPWA;dane/pdt.pdf
YK;23.06.2010;EPWA-EPKT-EPWA;dane/pdt.pdf
YK;26.06.2010;EPWA-EPGD;dane/pdt.pdf
YK;04.07.2010;EPGD-EPWA;dane/pdt.pdf
EMB;09.07.2010;WAW-Dubrownik-GDN-WAW;dane/pdt.pdf
YK;16.07.2010;EPWA-EPGD;dane/pdt.pdf
EMB;20.07.2010;WAW-BUD-WAW;dane/pdt.pdf
EMB;28.07.2010;WAW-PRG-WAW;dane/pdt.pdf
EMB;23.07.2010;WAW-GDN;dane/pdt.pdf
YK;30.07.2010;EPWA-EPGD;dane/pdt.pdf
YK;06.08.2010;EPWA-EPGD;dane/pdt.pdf
YK;13.08.2010;EPWA-EPGD;dane/pdt.pdf
YK;17.08.2010;EPWA-EPKK-EPWA;dane/pdt.pdf
YK;20.08.2010;EPWA-EPGD;dane/pdt.pdf
YK;27.08.2010;EPWA-EPGD;dane/pdt.pdf
YK / EMB;31.08.2010;GDN-WAW;dane/pdt.pdf
YK;03.09.2010;EPGD-EPWA-EPGD;dane/pdt.pdf
YK;13.09.2010;Mirosławiec-EPWA;dane/pdt.pdf
EMB;16.09.2010;WAW-Bruksela-WAW;dane/pdt.pdf
EMB;26.09.2010;Berlin-GDN-WAW;dane/pdt.pdf
YK;27.09.2010;EPGD-EPWA;dane/pdt.pdf
YK;25.09.2010;EPWA-EPGD;dane/pdt.pdf
EMB;02.10.2010;WAW-SZZ-GDN-WAW;dane/pdt.pdf
W3;02.10.2010;EPSZ-Świnoujście-EPSZ;dane/pdt.pdf
EMB;04.10.2010;WAW-Bruksela-WAW;dane/pdt.pdf
YK;08.10.2010;EPWA-EPGD;dane/pdt.pdf
YK;09.10.2010;EPGD-EPWA-EPGD;dane/pdt.pdf
EMB;14.10.2010;WAW-Warna-WAW;dane/pdt.pdf
Bell;15.10.2010;EPWA-Grajewo-EPGD-EPWA;dane/pdt.pdf
W3;25.10.2010;EPWA-Gołdap-Zambrów-EPWA;dane/pdt.pdf
EMB;29.10.2010;WAW-Bruksela-GDN-WAW;dane/pdt.pdf
EMB;29.10.2010;WAW-Bruksela-WAW;dane/pdt.pdf
W3;05.11.2010;EPWA-Tarnów-Kaniów;dane/pdt.pdf
EMB;05.11.2010;WAW-GDN;dane/pdt.pdf
EMB;08.11.2010;GDN-WAW;dane/pdt.pdf
Bell;12.11.2010;EPWA-Michałków-Kazimierz Biskupi-EPWA;dane/pdt.pdf
EMB;13.11.2010;WAW-RZE-WAW;dane/pdt.pdf
W3;13.11.2010;EPRZ-Suszno-EPRZ;dane/pdt.pdf
EMB;14.11.2010;WAW-GDN;dane/pdt.pdf
EMB;15.11.2010;WAW-WRO-WAW;dane/pdt.pdf
YK;18.11.2010;EPWA-EPKK-EPWA;dane/pdt.pdf
EMB;19.11.2010;KTW-WAW-GDN;dane/pdt.pdf
EMB;22.11.2010;GDN-WAW;dane/pdt.pdf
YK;26.11.2010;EPWA-EPLL-EPBY-EPGD;dane/pdt.pdf
YK;27.11.2010;EPGD-EPKK-EPGD;dane/pdt.pdf
YK;28.11.2010;EPGD-EPSZ-EPGD;dane/pdt.pdf
EMB;03.12.2010;WAW-GDN;dane/pdt.pdf
EMB;05.12.2010;GDN-WAW;dane/pdt.pdf
EMB;06.12.2010;WAW-Berlin-WAW;dane/pdt.pdf
EMB;09.12.2010;WAW-Ankara-Stambuł-WAW;dane/pdt.pdf
EMB;11.12.2010;WAW-GDN;dane/pdt.pdf
EMB;17.12.2010;WAW-Bruksela-WAW;dane/pdt.pdf
EMB;17.12.2010;WAW-GDN;dane/pdt.pdf
YK;20.12.2010;GDN-WAW;dane/pdt.pdf
EMB;23.12.2010;WAW-GDN;dane/pdt.pdf
YK;27.11.2010;EPGD-EPWA;dane/pdt.pdf
EMB;30.12.2010;WAW-GDN;dane/pdt.pdf
EMB;05.01.2011;WAW-GDN;dane/pdt.pdf
EMB;17.01.2011;GDN-WAW;dane/pdt.pdf
EMB;13.01.2011;WAW-VRN-WAW;dane/pdt.pdf
EMB;17.01.2011;GDN-WAW;dane/pdt.pdf
EMB;21.01.2011;WAW-GDN;dane/pdt.pdf
EMB;31.01.2011;WAW-GDN-BRU-WAW;dane/pdt.pdf
EMB;24.01.2011;GDN- WAW;dane/pdt.pdf
EMB;28.01.2011;WAW-GDN;dane/pdt.pdf
EMB;01.02.2011;WAW-GDN;dane/pdt.pdf
EMB;02.02.2011;GDN-WAW;dane/pdt.pdf
EMB;02.02.2011;WAW-GDN;dane/pdt.pdf
EMB;04.02.2011;WAW-GDN-BRU-GDN-WAW;dane/pdt.pdf
EMB;07.02.2011;GDN-WAW;dane/pdt.pdf
EMB;15.02.2011;WAW-Bratysława-WAW;dane/pdt.pdf
EMB;11.02.2011;WAW-GDN;dane/pdt.pdf
EMB;18.02.2011;WAW-GDN;dane/pdt.pdf
EMB;24.02.2011;WAW-TLV-WAW;dane/pdt.pdf
EMB;26.02.2011;WAW-OSL-GDN-WAW;dane/pdt.pdf
EMB;04.03.2011;WAW-KRK-GDN-WAW;dane/pdt.pdf
EMB;11.03.2011;WAW-Torrejon-MAD-BRU-WAW;dane/pdt.pdf
EMB;12.03.2011;WAW-GDN-WAW;dane/pdt.pdf
EMB;25.03.2011;WAW-BRU-WAW;dane/pdt.pdf
EMB;30.03.2011;WAW-KIV-WAW;dane/pdt.pdf
EMB;19.03.2011;WAW-CDG-GDN-WAW;dane/pdt.pdf
EMB;23.03.2011;WAW-SZZ-WAW;dane/pdt.pdf
W3;23.03.2011;EPSZ-Świnoujście-EPSZ;dane/pdt.pdf
EMB;28.03.2011;WAW-GDN-WAW;dane/pdt.pdf
EMB;01.04.2011;WAW-GDN;dane/pdt.pdf
EMB;08.04.2011;WAW-VIE-WAW-GDN;dane/pdt.pdf
EMB;10.04.2011;GDN-WAW-GDN;dane/pdt.pdf
EMB;13.04.2011;WAW-Kijów-WAW;dane/pdt.pdf
EMB;15.04.2011;WAW-GDN;dane/pdt.pdf
EMB;18.04.2011;WAW-GDN-Londyn-WAW;dane/pdt.pdf
EMB;22.04.2011;WAW-GDN;dane/pdt.pdf
EMB;26.04.2011;GDN-WAW;dane/pdt.pdf
NA;NA;NA;dane/pdt.pdf
EMB;07.05.2011;WAW-Podgorica-Belgrad Zagrzeb-GDN-WAW;dane/pdt.pdf
EMB;09.05.2011;GDN-WAW;dane/pdt.pdf
W3;12.05.2011;EPWA-Turbia Łososina-EPKT (Muchowiec);dane/pdt.pdf
EMB;12.05.2011;KTW-GDN;dane/pdt.pdf
EMB;13.05.2011;GDN-WAW;dane/pdt.pdf
EMB;14.05.2011;WAW-GDN;dane/pdt.pdf
EMB;16.05.2011;WAW-GDN-KTW-WAW;dane/pdt.pdf
EMB;20.05.2011;WAW-GDN-WAW;dane/pdt.pdf
EMB;23.05.2011;WAW-GDN-BRU-WAW;dane/pdt.pdf
EMB;30.05.2011;WAW-GDN-WAW;dane/pdt.pdf
Bell;01.06.2011;EPWA-InoWRO-EPWA;dane/pdt.pdf
W3;02.06.2011;EPAW-Włocławek-EPWA;dane/pdt.pdf
EMB;03.06.2011;WAW-Paryż-WAW;dane/pdt.pdf
EMB;09.06.2011;WAW-GDN;dane/pdt.pdf
EMB;13.06.2011;GDN-WAW;dane/pdt.pdf
EMB;13.06.2011;GDN-WAW;dane/pdt.pdf
W3;14.06.2011;EPWA-Mielnik-EPWA;dane/pdt.pdf
W3;15.06.2011;EPWA-Bielsk Podl-EPWA;dane/pdt.pdf
EMB;16.06.2011;WAW-BTS-WAW;dane/pdt.pdf
EMB;18.06.2011;WAW-GDN;dane/pdt.pdf
EMB;20.06.2011;GDN-WAW;dane/pdt.pdf
EMB;24.06.2011;WAW-BRU-WAW;dane/pdt.pdf
EMB;27.06.2011;WAW-GDN-WAW;dane/pdt.pdf
EMB;03.07.2011;WAW-GDN-WAW;dane/pdt.pdf
EMB;06.07.2011;WAW-SXB-WAW;dane/pdt.pdf
EMB;11.07.2011;WAW-GDN-WAW;dane/pdt.pdf
W3;14.07.2011;EPWA-Stębark-EPWA;dane/pdt.pdf
EMB;15.07.2011;WAW-PRG-WAW;dane/pdt.pdf
W3;16.07.2011;EPKK-Nowy Targ-CISNA-EPRZ;dane/pdt.pdf
EMB;16.07.2011;WAW-KRK;dane/pdt.pdf
EMB;17.07.2011;RZE-GDN;dane/pdt.pdf
W3;22.07.2011;EPWA-Białystok-EPWA;dane/pdt.pdf
EMB;22.07.2011;WAW-GDN;dane/pdt.pdf
W3;23.07.2011;EPGD-Siemirowice-EPGD;dane/pdt.pdf
TU;25.07.2011;EPGD-EPWA;dane/pdt.pdf
EMB;30.07.2011;WAW-KRK-GDN;dane/pdt.pdf
W3;30.07.2011;EPKK-Łososina-EPKK;dane/pdt.pdf
EMB;05.08.2011;WAW-GDN;dane/pdt.pdf
policja;12.08.2011;WAW Baby WAW;dane/pdt.pdf
EMB;13.08.2011;WAW-GDN;dane/pdt.pdf
EMB;15.08.2011;GDN-WAW;dane/pdt.pdf
EMB;20.08.2011;WAW-GDN;dane/pdt.pdf
EMB;27.08.2011;WAW-WRO-GDN;dane/pdt.pdf
EMB;29.08.2011;GDN-WAW;dane/pdt.pdf
EMB;30.08.2011;WAW-BRU-WAW;dane/pdt.pdf
EMB;31.08.2011;WAW-GDN;dane/pdt.pdf
EMB;02.09.2011;WAW-GDN-Paryż-WAW;dane/pdt.pdf
EMB;02.09.2011;WAW-GDN;dane/pdt.pdf
EMB;04.09.2011;GDN--LCJ;dane/pdt.pdf
W3;07.09.2011;EPWA-Tarnów-Nowy Sącz-EPWA;dane/pdt.pdf
EMB;08.09.2011;WAW-WRO-WAW;dane/pdt.pdf
EMB;10.09.2011;WAW-GDN;dane/pdt.pdf
EMB;12.09.2011;WAW-GDN-BRU-WAW;dane/pdt.pdf
W3;14.09.2011;EPKT-Cieszyn-EPKT;dane/pdt.pdf
EMB;14.09.2011;WAW-KTW-WAW;dane/pdt.pdf
EMB;15.09.2011;WAW-RZE-WAW;dane/pdt.pdf
EMB;17.09.2011;WAW-GDN-Ryga-Zagrzeb-WAW;dane/pdt.pdf
EMB;18.09.2011;WAW-GDN-WAW;dane/pdt.pdf
EMB;23.09.2011;SZZ-WAW;dane/pdt.pdf
EMB;29.09.2011;WAW-GDN-WAW;dane/pdt.pdf
EMB;30.09.2011;WAW-GDN-WAW;dane/pdt.pdf
EMB;01.10.2011;GDN-WAW;dane/pdt.pdf
EMB;03.10.2011;KTW-WAW;dane/pdt.pdf
EMB;08.10.2011;WAW-GDN-WAW;dane/pdt.pdf
EMB;14.10.2011;WAW-PRG-WAW-GDN;dane/pdt.pdf
EMB;20.10.2011;WAW-BRU-WAW;dane/pdt.pdf
EMB;21.10.2011;WAW-GDN;dane/pdt.pdf
EMB;23.10.2011;WAW-GDN-BRU-GDN-WAW;dane/pdt.pdf
EMB;24.10.2011;GDN-WAW;dane/pdt.pdf
EMB;26.10.2011;WAW-BRU-WAW;dane/pdt.pdf
EMB;28.10.2011;WAW-GDN;dane/pdt.pdf
EMB;29.10.2011;WAW-PMO;dane/pdt.pdf
EMB;04.11.2011;WAW-GDN;dane/pdt.pdf
EMB;07.11.2011;GDN-WAW;dane/pdt.pdf
EMB;11.11.2011;LCJ-GDN;dane/pdt.pdf
EMB;12.11.2011;GDN-WAW-GDN;dane/pdt.pdf
EMB;14.11.2011;GDN-WAW;dane/pdt.pdf
EMB;19.11.2011;WAW-GDN;dane/pdt.pdf
EMB;25.11.2011;WAW-GDN;dane/pdt.pdf
EMB;02.12.2011;WAW-GDN;dane/pdt.pdf
EMB;05.12.2011;GDN-WAW;dane/pdt.pdf
EMB;09.12.2011;WAW-MRS-BRU-WAW;dane/pdt.pdf
EMB;14.12.2011;WAW-SXB-WAW;dane/pdt.pdf
EMB;16.12.2011;WAW-GDN;dane/pdt.pdf
EMB;19.12.2011;GDN-WAW;dane/pdt.pdf
EMB;21.12.2011;WAW-KTW WAW;dane/pdt.pdf
EMB;23.12.2011;WAW-GDN;dane/pdt.pdf
EMB;27.12.2011;GDN-WAW;dane/pdt.pdf
EMB;30.12.2011;WAW-GDN;dane/pdt.pdf
EMB;02.01.2012;GDN-WAW;dane/pdt.pdf
EMB;05.01.2012;WAW-GDN;dane/pdt.pdf
EMB;12.01.2012;WAW-VRN-WAW-CPH-WAW-VRN-WAW;dane/pdt.pdf
EMB;16.01.2012;GDN-WAW;dane/pdt.pdf
EMB;19.01.2012;WAW-Rzym-WAW;dane/pdt.pdf
EMB;20.01.2012;WAW-GDN;dane/pdt.pdf
EMB;23.01.2012;GDN-WAW;dane/pdt.pdf
EMB;27.01.2012;WAW-GDN;dane/pdt.pdf
EMB;29.01.2012;GDN-WAW;dane/pdt.pdf
EMB;31.01.2012;WAW-BRU-WAW;dane/pdt.pdf
EMB;03.02.2012;WAW-GDN;dane/pdt.pdf
EMB;06.02.2012;GDN-WAW;dane/pdt.pdf
EMB;09.02.2012;WAW-KRK-WAW;dane/pdt.pdf
EMB;10.02.2012;WAW-GDN;dane/pdt.pdf
EMB;13.02.2012;GDN-WAW;dane/pdt.pdf
EMB;17.02.2012;WAW-GDN;dane/pdt.pdf
EMB;19.02.2012;GDN-WAW;dane/pdt.pdf
EMB;02.03.2012;WAW-BRU-WAW;dane/pdt.pdf
EMB;04.03.2012;WAW-GDN-KTW-GDN-WAW;dane/pdt.pdf
W3;17.05.2012;EPWA-EPPO;dane/pdt.pdf
EMB;18.04.2012;WAW-LCA-WAW;dane/pdt.pdf
EMB;24.04.2012;WAW-LCA Dubaj, AUH RUH-LCA-WAW;dane/pdt.pdf
EMB;19.05.2012;WRO-WAW-GDN-WAW;dane/pdt.pdf
EMB;24.05.2012;WAW-BRU-WAW;dane/pdt.pdf
EMB;29.05.2012;WAW-Rzym-WAW;dane/pdt.pdf
EMB;31.05.2012;WAW-RLG, Berlin-WAW;dane/pdt.pdf
EMB;01.06.2012;WAW-OTP-WAW;dane/pdt.pdf
EMB;11.06.2012;GDN-WAW;dane/pdt.pdf
EMB;16.06.2012;WAW-WRO-GDN-WAW;dane/pdt.pdf
EMB;18.06.2012;GDN-WAW;dane/pdt.pdf
EMB;22.06.2012;WAW-PRG-KTW-GDN-WAW;dane/pdt.pdf
EMB;29.06.2012;WAW-BRU-WAW;dane/pdt.pdf
EMB;02.07.2012;WAW-KBP-WAW;dane/pdt.pdf
EMB;02.07.2012;GDN-WAW;dane/pdt.pdf
EMB;07.07.2012;WAW-GDN-DBV-GDN-WAW;dane/pdt.pdf
W3;14.07.2012;EPWA-Lubliniec-EPWA;dane/pdt.pdf
EMB;30.07.2012;GDN-WAW;dane/pdt.pdf
EMB;05.08.2012;WAW-ZHR-WAW;dane/pdt.pdf
EMB;31.08.2012;WAW-GDN;dane/pdt.pdf
EMB;02.09.2012;GDN-WAW-GDN;dane/pdt.pdf
EMB;03.09.2012;GDN-WAW;dane/pdt.pdf
EMB;24.09.2012;GDN-WAW;dane/pdt.pdf
W3;26.09.2012;EPSZ-Ziemsko-EPSZ;dane/pdt.pdf
EMB;26.09.2012;WAW-SZZ-WAW;dane/pdt.pdf
EMB;01.10.2012;WAW-GDN-KRK-WAW;dane/pdt.pdf
EMB;10.10.2012;WAW-HEL-WAW;dane/pdt.pdf
EMB;15.10.2012;GDN-WAW;dane/pdt.pdf
EMB;18.10.2012;WAW-OTP-WAW;dane/pdt.pdf
EMB;19.10.2012;WAW-BRU-WAW;dane/pdt.pdf
EMB;22.10.2012;WAW-GDN-WAW;dane/pdt.pdf
EMB;25.10.2012;WAW-RZE;dane/pdt.pdf
W3;26.10.2012;Turbia-EPWA;dane/pdt.pdf
EMB;29.10.2012;WAW-GDN-KTW-WAW;dane/pdt.pdf
EMB;02.11.2012;GDN-WAW;dane/pdt.pdf
EMB;07.11.2012;CPH-WAW;dane/pdt.pdf
EMB;10.11.2012;WAW-RZE-WAW;dane/pdt.pdf
EMB;13.11.2012;WAW-BRU-WAW;dane/pdt.pdf
EMB;14.11.2012;WAW-Berlin;dane/pdt.pdf
EMB;15.11.2012;Berlin BRU-WAW;dane/pdt.pdf
EMB;19.11.2012;GDN-WAW;dane/pdt.pdf
EMB;23.11.2012;WAW-BRU-WAW-GDN;dane/pdt.pdf
EMB;26.11.2012;WAW-GDN-WRO-WAW;dane/pdt.pdf
EMB;29.11.2012;WAW-WRO-WAW;dane/pdt.pdf
EMB;10.12.2012;GDN-OSL-WAW;dane/pdt.pdf
EMB;14.12.2012;WAW-BRU-WAW;dane/pdt.pdf
EMB;28.01.2013;WAW-Paryż-WAW;dane/pdt.pdf
EMB;07.02.2013;WAW-Luksemburg-BRU;dane/pdt.pdf
EMB;08.02.2013;BRU-WAW;dane/pdt.pdf
EMB;05.03.2013;WAW-HAJ-WAW;dane/pdt.pdf
EMB;11.03.2013;WAW-GDN-Talli- WAW;dane/pdt.pdf
EMB;15.03.2013;WAW-BRU-WAW;dane/pdt.pdf
EMB;27.03.2013;WAW-Poprad-WAW;dane/pdt.pdf
EMB;07.04.2013;GDN-WAW;dane/pdt.pdf
EMB;10.04.2013;WAW-Moskwa-WAW;dane/pdt.pdf
EMB;17.04.2013;WAW-Londyn-WAW;dane/pdt.pdf
EMB;22.04.2013;WAW-GDN Berlin WAW;dane/pdt.pdf
EMB;22.05.2013;WAW-BRU-WAW;dane/pdt.pdf
EMB;08.06.2013;WAW-Lizbona-GDN-WAW;dane/pdt.pdf
EMB;03.06.2013;WAW-GDN-LCJ-WAW;dane/pdt.pdf
EMB;10.06.2013;WAW-GDN-Belgrad-WAW;dane/pdt.pdf
EMB;28.06.2013;WAW-WRO-BRU-KTW-WAW;dane/pdt.pdf
NA;NA;NA;dane/pdt.pdf
EMB;03.07.2013;WAW-Berlin-WAW;dane/pdt.pdf
EMB;15.07.2013;WAW-GDN-Madryt-WAW;dane/pdt.pdf
EMB;29.07.2013;WAW-IEG-WAW;dane/pdt.pdf
W3;02.08.2013;Mińsk Maz.-Wadowice-EPWA;dane/pdt.pdf
W3;29.08.2013;EPWA-Busko Zdrój-EPWA;dane/pdt.pdf
W3;03.09.2013;EPWA-Krynica-EPWA;dane/pdt.pdf
W3;10.09.2013;EPKT-EPWA;dane/pdt.pdf
EMB;16.09.2013;WAW-GDN-KTW-WAW;dane/pdt.pdf
EMB;25.09.2013;WAW-GDN-WAW;dane/pdt.pdf
EMB;30.09.2013;GDN-LCJ-WAW;dane/pdt.pdf
EMB;03.10.2013;WAW-KRK-WAW;dane/pdt.pdf
W3;03.10.2013;EPKK-Lubliniec-EPKK;dane/pdt.pdf
EMB;14.10.2013;WAW-GDN-BUD-WAW;dane/pdt.pdf
EMB;25.10.2013;WAW-BRU-WAW;dane/pdt.pdf
EMB;31.10.2013;WAW-GDN-WAW;dane/pdt.pdf
EMB;12.11.2013;WAW-Paryż-WAW;dane/pdt.pdf
EMB;26.11.2013;WAW-OTP-WAW;dane/pdt.pdf
EMB;29.11.2013;WAW-KRK-WAW;dane/pdt.pdf
EMB;01.12.2013;GDN-WAW;dane/pdt.pdf
EMB;04.12.2013;KTW-WAW;dane/pdt.pdf
EMB;09.12.2013;WAW-GDN-POZ-WAW;dane/pdt.pdf
EMB;20.12.2013;WAW-BRU-WAW;dane/pdt.pdf
EMB;22.12.2013;WAW-KRK-GDN-WAW;dane/pdt.pdf
EMB;28.12.2013;WAW-KRK-GDN;dane/pdt.pdf
EMB;30.01.2014;WAW-BUD-BRU-Paryż -WAW;dane/pdt.pdf
EMB;31.01.2014;WAW-Berlin-Oxfordshire-WAW;dane/pdt.pdf
EMB;03.02.2014;WAW-GDN-TLL-Sztokholm-HEL-WAW;dane/pdt.pdf
EMB;06.02.2014;WAW-KIV-WAW;dane/pdt.pdf
EMB;16.02.2014;WAW-WRO, KRK-WAW;dane/pdt.pdf
W-3;16.02.2014;Opole-Zakopane-EPKK;dane/pdt.pdf
EMB;21.02.2014;WAW-RZE-WAW;dane/pdt.pdf
EMB;07.03.2014;WAW-BRU-DUB-GDN-WAW;dane/pdt.pdf
EMB;08.03.2014;GDN-KRK-GDN-WAW;dane/pdt.pdf
EMB;10.03.2014;GDN-WAW;dane/pdt.pdf
EMB;21.03.2014;WAW-BRU-WAW;dane/pdt.pdf
EMB;26.03.2014;WAW-GDN-WAW;dane/pdt.pdf
EMB;28.03.2014;WAW-KIV-WAW;dane/pdt.pdf
EMB;29.03.2014;WAW-KTW WAW;dane/pdt.pdf
EMB;30.03.2014;WAW-RZE-WAW;dane/pdt.pdf
EMB;02.04.2014;WAW-BRU-WAW;dane/pdt.pdf
W3;06.04.2014;EPGD- Bartoszyce-EPGD;dane/pdt.pdf
EMB;09.04.2014;WAW-KRK-WAW;dane/pdt.pdf
EMB;10.04.2014;WAW-GDN-WAW;dane/pdt.pdf
EMB;11.04.2014;WAW-KRK-GDN-WAW;dane/pdt.pdf
CASA;14.04.2014;WAW-Łask-WAW;dane/pdt.pdf
EMB;17.04.2014;WAW-KTW WAW;dane/pdt.pdf
EMB;24.04.2014;WAW-BRU-Paryż-WAW;dane/pdt.pdf
EMB;25.04.2014;WAW-POZ-Berlin-GDN-WAW;dane/pdt.pdf
EMB;27.04.2014;WAW-Rzym-WAW;dane/pdt.pdf
EMB;30.04.2014;WAW-MAD-WAW;dane/pdt.pdf
EMB;07.05.2014;WAW-KTW-WAW;dane/pdt.pdf
EMB;15.05.2014;WAW-BTS-KRK-WAW;dane/pdt.pdf
EMB;16.05.2014;WAW-RZE-WAW;dane/pdt.pdf
EMB;19.05.2014;WAW-Neapol, Rzym-WAW;dane/pdt.pdf
EMB;21.05.2014;WAW-BRU-WAW;dane/pdt.pdf
EMB;23.05.2014;WAW-SZZ, IEG-WRO-KTW-GDN-WAW;dane/pdt.pdf
EMB;28.05.2014;WAW-BRU-SZZ;dane/pdt.pdf
EMB;28.05.2014;SZZ-WAW;dane/pdt.pdf
EMB;29.05.2014;WAW-WRO-WAW;dane/pdt.pdf
EMB;05.06.2014;WAW-KTW-WRO-WAW;dane/pdt.pdf
EMB;23.06.2014;WAW-GDN-WAW;dane/pdt.pdf
EMB;24.06.2014;WAW-BUD-WAW;dane/pdt.pdf
EMB;27.06.2014;WAW-Kortrijk-BRU-WAW;dane/pdt.pdf
EMB;10.07.2014;WAW Berlin WAW;dane/pdt.pdf
EMB;17.07.2014;WAW-BRU-WAW;dane/pdt.pdf
EMB;31.08.2014;WAW-BRU-GDN-WAW;dane/pdt.pdf
EMB;01.09.2014;GDN-WAW;dane/pdt.pdf
W3;01.09.2014;Ostrowiec Św- EPWA;dane/pdt.pdf
EMB;05.09.2014;WAW-KTW WAW;dane/pdt.pdf
NA;NA;NA;dane/pek.pdf
NA;NA;NA;dane/pek.pdf
NA;NA;NA;dane/pek.pdf
NA;NA;NA;dane/pek.pdf
EMB;06.10.2014;WAW-Bruksela-WAW;dane/pek.pdf
EMB;07.10.2014;WAW-KTW-WAW;dane/pek.pdf
EMB;10.10.2014;WAW-Berlin-Paryż-WAW;dane/pek.pdf
EMB;17.10.2014;WAW-Mediolan-WAW;dane/pek.pdf
EMB;24.10.2014;WAW-Bruksela-WAW;dane/pek.pdf
EMB;30.10.2014;WAW-IEG-WRO-WAW;dane/pek.pdf
EMB;03.11.2014;WAW-WRO-KTW-WAW;dane/pek.pdf
EMB;20.11.2014;WAW-WRO-WAW;dane/pek.pdf
EMB;02.12.2014;WAW-PRG-WAW;dane/pek.pdf
W3;04.12.2014;EPWA-EPKT;dane/pek.pdf
EMB;04.12.2014;KTW-WAW;dane/pek.pdf
EMB;09.12.2014;WAW-BTS-WAW/KRK;dane/pek.pdf
EMB;19.12.2014;WAW-Bruksela-WAW;dane/pek.pdf
EMB;11.01.2015;WAW-Paryż-WAW;dane/pek.pdf
EMB;13.01.2015;WAW-KTW-WAW;dane/pek.pdf
EMB;17.01.2015;KTW-WAW;dane/pek.pdf
EMB;19.01.2015;WAW-Kijów-WAW;dane/pek.pdf
EMB;30.01.2015;WAW-Paryż-WAW;dane/pek.pdf
EMB;13.02.2015;WAW-Bruksela-WAW;dane/pek.pdf
EMB;16.02.2015;WAW-LUZ-WAW;dane/pek.pdf
EMB;05.03.2015;WAW-POZ-WAW;dane/pek.pdf
EMB;20.03.2015;WAW-Bruksela-WAW;dane/pek.pdf
W3;10.04.2015;EPWA-EPGD;dane/pek.pdf
EMB;20.04.2015;WAW-Bolonia-PRG-WAW;dane/pek.pdf
EMB;23.04.2015;WAW-Bruksela-WAW;dane/pek.pdf
EMB;29.04.2015;WAW-KRK-WAW;dane/pek.pdf
EMB;08.05.2015;GDN-WAW;dane/pek.pdf
EMB;13.05.2015;WAW-GDN-WAW;dane/pek.pdf
W3;18.05.2015;EPWR-Bogatynia-EPWR;dane/pek.pdf
EMB;18.05.2015;WAW-WRO-WAW;dane/pek.pdf
EMB;21.05.2015;WAW-KTW-RIX-WAW;dane/pek.pdf
EMB;11.06.2015;WAW-Bruksela-WAW;dane/pek.pdf
EMB;12.06.2015;WAW-Rzym-WAW;dane/pek.pdf
EMB;19.06.2015;WAW-BTS-WAW;dane/pek.pdf
EMB;26.06.2015;WAW-Bruksela-WAW;dane/pek.pdf
CASA;03.07.2015;WAW-KTW-WAW;dane/pek.pdf
EMB;16.07.2015;WAW-MAD-WAW;dane/pek.pdf
W3;24.08.2015;EPWA-Warka-EPWA;dane/pek.pdf
EMB;03.09.2015;WAW-KTW-WAW;dane/pek.pdf
EMB;04.09.2015;WAW-GDN-PRG-WAW;dane/pek.pdf
EMB;10.09.2015;WAW-KRK-WAW;dane/pek.pdf
EMB;17.09.2015;WAW-Kijów-WAW;dane/pek.pdf
EMB;24.09.2015;WAW-Bruksela-WAW;dane/pek.pdf
EMB;25.09.2015;WAW-GDN-WAW;dane/pek.pdf
EMB;08.10.2015;WAW-GLS-WAW;dane/pek.pdf
EMB;15.10.2015;WAW-Bruksela-WAW;dane/pek.pdf
W3;23.10.2015;EPWA-EPKA-EPWA;dane/pek.pdf
NA;NA;NA;dane/pmm.pdf
NA;NA;NA;dane/pmm.pdf
EMB-175;15.12.2017;WAW-BRU-WAW;dane/pmm.pdf
EMB-175;17.12.2017;WAW-GDN-SZZ-WAW;dane/pmm.pdf
EMB-175;18.12.2017;WAW-KRK-WAW;dane/pmm.pdf
EMB-175;21.12.2017;WAW-KTW-WAW;dane/pmm.pdf
EMB-175;23.12.2017;WAW-WRO-WAW;dane/pmm.pdf
EMB-175;03.01.2018;WAW-BUD-WAW;dane/pmm.pdf
EMB-175;10.01.2018;WAW-BRU-WAW;dane/pmm.pdf
EMB-175;26.01.2018;WAW-ZRH-BUD-WRO-WAW;dane/pmm.pdf
CASA;26.01.2018;EPWR-EPWA;dane/pmm.pdf
EMB-175;27.01.2018;WAW-KRK-WAW;dane/pmm.pdf
EMB-175;02.02.2018;WAW-RZE-WAW;dane/pmm.pdf
EMB-175;09.02.2018;WAW-SZY-WAW;dane/pmm.pdf
EMB-175;11.02.2018;WAW-LUZ-WAW;dane/pmm.pdf
EMB-175;13.02.2018;WAW-BEY-WAW;dane/pmm.pdf
EMB-175;16.02.2018;WAW-TXL-WAW;dane/pmm.pdf
EMB-175;17.02.2018;WAW-MUC-WRO-WAW;dane/pmm.pdf
EMB-175;18.02.2018;WAW-KRK-WAW;dane/pmm.pdf
EMB-175;23.02.2018;WAW-BRU-WAW;dane/pmm.pdf
EMB-175;27.02.2018;WAW-POZ-WAW;dane/pmm.pdf
EMB-175;09.03.2018;WAW-BRU-VNO-WAW;dane/pmm.pdf
