frame;mean_red;mean_green;mean_blue;median_red;median_green;median_blue;sum_red;sum_green;sum_blue;mean_value;mean_saturation;mean_hue;median_value;median_saturation;median_hue;sum_value;sum_saturation;sum_hue
2297;70,69121720679013;69,78568479938272;72,50485146604939;65,0;66,0;66,0;36646327;36176899;37586515;75,64544945987655;29,191875;65,24789737654321;70,0;18,0;42,0;39214601;15133068;33824510
2298;70,5694386574074;69,66346450617284;72,35611689814814;65,0;65,0;65,0;36583197;36113540;37509411;75,5094425154321;29,243179012345678;65,1434336419753;70,0;18,0;41,0;39144095;15159664;33770356
2299;70,45138888888889;69,5504938271605;72,22892939814815;65,0;65,0;65,0;36522000;36054976;37443477;75,38619020061728;29,2946662808642;65,05009645061729;70,0;18,0;41,0;39080201;15186355;33721970
2300;70,38356095679012;69,48200424382716;72,13085262345679;65,0;65,0;65,0;36486838;36019471;37392634;75,29635416666666;29,295758101851852;65,00645640432099;70,0;18,0;41,0;39033630;15186921;33699347
2301;70,34751736111112;69,44439429012345;72,09581211419753;65,0;65,0;65,0;36468153;35999974;37374469;75,25939429012345;29,298971836419753;64,98155092592593;70,0;18,0;41,0;39014470;15188587;33686436
2302;70,36328317901234;69,44971064814816;72,12409915123457;65,0;65,0;65,0;36476326;36002730;37389133;75,27702932098765;29,27756365740741;65,08299189814815;70,0;18,0;41,0;39023612;15177489;33739023
2303;70,3288811728395;69,40706597222223;72,10972029320988;65,0;65,0;65,0;36458492;35980623;37381679;75,25016782407407;29,280445601851852;65,28081018518519;70,0;18,0;42,0;39009687;15178983;33841572
2304;70,37725115740741;69,4484837962963;72,17909915123457;65,0;65,0;65,0;36483567;36002094;37417645;75,30877314814815;29,261983024691357;65,34885416666667;70,0;18,0;42,0;39040068;15169412;33876846
2305;70,45222415123457;69,51387152777778;72,27961033950618;65,0;65,0;65,0;36522433;36035991;37469750;75,40015046296297;29,211298225308642;65,45714313271606;70,0;18,0;42,0;39087438;15143137;33932983
2306;70,44674575617285;69,50853202160494;72,27867669753087;65,0;65,0;65,0;36519593;36033223;37469266;75,3984162808642;29,23099151234568;65,49844135802469;70,0;18,0;42,0;39086539;15153346;33954392
2307;70,4534162808642;69,5131037808642;72,30519097222222;65,0;65,0;65,0;36523051;36035593;37483011;75,41707175925926;29,227976466049384;65,58115354938272;70,0;18,0;42,0;39096210;15151783;33997270
2308;70,46392361111111;69,52247106481481;72,32263888888889;65,0;65,0;65,0;36528498;36040449;37492056;75,43157600308642;29,222019675925925;65,59973958333333;70,0;18,0;42,0;39103729;15148695;34006905
2309;70,47558449074074;69,53145447530864;72,3434799382716;65,0;65,0;65,0;36534543;36045106;37502860;75,44819830246914;29,22066165123457;65,64523533950617;70,0;18,0;42,0;39112346;15147991;34030490
2310;70,49777199074074;69,55222800925925;72,37309413580248;65,0;65,0;66,0;36546045;36055875;37518212;75,47624035493827;29,210694444444446;65,6691975308642;70,0;18,0;42,0;39126883;15142824;34042912
2311;70,48715856481482;69,52755208333333;72,44279706790124;65,0;65,0;66,0;36540543;36043083;37554346;75,51860146604939;29,270175540123457;65,85874421296296;70,0;19,0;42,0;39148843;15173659;34141173
2312;70,46145640432098;69,5004899691358;72,42738425925926;65,0;65,0;66,0;36527219;36029054;37546356;75,50218942901235;29,28535686728395;65,84889853395062;70,0;19,0;42,0;39140335;15181529;34136069
2313;70,45139467592593;69,48788966049382;72,4225212191358;65,0;65,0;66,0;36522003;36022522;37543835;75,49681712962963;29,29418788580247;65,88053819444444;70,0;19,0;42,0;39137550;15186107;34152471
2314;72,0905999228395;67,18153935185185;69,03483989197531;65,0;59,0;58,0;37371767;34826910;35787661;76,13680169753087;34,98777584876543;48,70091049382716;67,0;32,0;8,0;39469318;18137663;25246552
2315;73,5418113425926;68,45071952160494;70,27328317901235;66,0;60,0;59,0;38124075;35484853;36429670;77,56357060185185;34,7695775462963;48,95936342592593;68,0;32,0;8,0;40208955;18024549;25380534
2316;74,85465084876543;69,54956983024691;71,32302083333333;67,0;61,0;60,0;38804651;36054497;36973854;78,83138310185186;34,64790702160494;48,92754050925926;69,0;32,0;8,0;40866189;17961475;25364037
2317;74,81621141975309;69,41306905864198;71,13540316358025;67,0;61,0;60,0;38784724;35983735;36876593;78,77236111111111;35,009743441358026;48,77905671296296;69,0;33,0;8,0;40835592;18149051;25287063
2318;74,70194637345679;69,24303240740741;70,95814429012346;67,0;61,0;60,0;38725489;35895588;36784702;78,65699845679012;35,26957561728395;48,849309413580244;69,0;33,0;8,0;40775788;18283748;25323482
2319;74,68856095679013;69,17791473765432;70,91263117283951;67,0;61,0;60,0;38718550;35861831;36761108;78,63806712962963;35,356145833333336;49,17605324074074;69,0;33,0;8,0;40765974;18328626;25492866
2320;74,66214313271605;69,09043595679012;70,84359182098765;67,0;61,0;60,0;38704855;35816482;36725318;78,60617283950617;35,490079089506175;49,462920524691356;69,0;33,0;8,0;40749440;18398057;25641578
2321;74,54934799382715;68,9283912037037;70,66181134259259;67,0;61,0;60,0;38646382;35732478;36631083;78,48391782407407;35,656730324074076;49,531408179012345;69,0;34,0;8,0;40686063;18484449;25677082
2322;74,52632330246914;68,89309027777777;70,62431327160493;67,0;61,0;60,0;38634446;35714178;36611644;78,46246334876543;35,71501350308642;49,49655285493827;69,0;34,0;8,0;40674941;18514663;25659013
2323;74,61426697530864;68,89735339506173;70,65130594135802;67,0;61,0;60,0;38680036;35716388;36625637;78,54499228395062;35,726018518518515;49,72197337962963;69,0;34,0;8,0;40717724;18520368;25775871
2324;74,85948302469136;68,91052662037038;70,724324845679;68,0;61,0;60,0;38807156;35723217;36663490;78,76197916666666;35,941126543209876;50,408742283950616;69,0;34,0;8,0;40830210;18631880;26131892
2325;75,14633294753087;69,004375;70,89251157407408;68,0;61,0;60,0;38955859;35771868;36750678;79,01628665123457;35,99006558641975;51,39991512345679;70,0;35,0;8,0;40962043;18657250;26645716
2326;75,06731481481482;68,94228587962964;70,73787422839506;68,0;61,0;60,0;38914896;35739681;36670514;78,92154899691359;36,131521990740744;50,3750887345679;70,0;35,0;8,0;40912931;18730581;26114446
2327;75,06711033950617;68,89932291666666;70,68327160493827;68,0;61,0;60,0;38914790;35717409;36642208;78,91644097222222;36,18978973765432;50,24828703703704;70,0;35,0;8,0;40910283;18760787;26048712
2328;74,81146219135802;68,72684606481481;70,3508024691358;68,0;61,0;59,0;38782262;35627997;36469856;78,65445023148148;36,38280864197531;48,59061535493827;69,0;35,0;8,0;40774467;18860848;25189375
2329;74,74717592592593;68,69135416666667;70,23681327160494;68,0;61,0;59,0;38748936;35609598;36410764;78,58930169753087;36,54181905864198;47,65190779320988;69,0;35,0;8,0;40740694;18943279;24702749
2330;74,71053433641976;68,69270061728395;70,081875;68,0;61,0;59,0;38729941;35610296;36330444;78,53784143518519;36,757725694444446;46,342461419753086;69,0;35,0;8,0;40714017;19055205;24023932
2331;74,77878472222223;68,76278356481481;70,10345100308642;68,0;61,0;59,0;38765322;35646627;36341629;78,6028337191358;36,794193672839505;45,99871527777778;69,0;35,0;8,0;40747709;19074110;23845734
2332;74,8645563271605;68,82611304012346;70,15857253086419;68,0;61,0;59,0;38809786;35679457;36370204;78,68364390432099;36,747696759259256;45,88545138888889;69,0;35,0;8,0;40789601;19050006;23787018
2333;74,95451195987654;68,86672646604939;70,15470293209877;68,0;61,0;59,0;38856419;35700511;36368198;78,76568094135803;36,92094714506173;45,26651427469136;69,0;36,0;8,0;40832129;19139819;23466161
2334;75,21267168209877;69,06063657407407;70,35322337962963;68,0;61,0;59,0;38990249;35801034;36471111;79,00429591049382;36,764903549382716;45,25698495370371;70,0;36,0;8,0;40955827;19058926;23461221
2335;75,24797453703704;69,1269212962963;70,33172067901235;68,0;61,0;59,0;39008550;35835396;36459964;79,0304475308642;36,79456597222222;44,59021219135803;70,0;36,0;8,0;40969384;19074303;23115566
2336;75,45951195987654;69,33358410493827;70,46065779320988;69,0;61,0;60,0;39118211;35942530;36526805;79,21749035493828;36,691751543209875;43,659756944444446;70,0;36,0;8,0;41066347;19021004;22633218
2337;75,61558834876543;69,50206983024691;70,54949459876543;69,0;61,0;60,0;39199121;36029873;36572858;79,36708333333333;36,657148919753084;42,58619405864197;70,0;36,0;7,0;41143896;19003066;22076683
2338;75,70140239197531;69,58771219135802;70,62480709876543;69,0;62,0;60,0;39243607;36074270;36611900;79,45066936728395;36,601340663580245;42,555291280864196;70,0;36,0;7,0;41187227;18974135;22060663
2339;75,79516010802469;69,75568672839506;70,65785686728395;69,0;62,0;60,0;39292211;36161348;36629033;79,54166280864197;36,608701774691355;41,26669945987654;71,0;36,0;8,0;41234398;18977951;21392657
2340;75,79464891975309;69,83309027777777;70,62958140432099;69,0;62,0;60,0;39291946;36201474;36614375;79,54172839506172;36,61389274691358;40,60601851851852;71,0;36,0;8,0;41234432;18980642;21050160
2341;75,86790895061728;69,98226851851852;70,70207561728395;69,0;62,0;60,0;39329924;36278808;36651956;79,61785108024691;36,5570775462963;39,7783699845679;71,0;36,0;8,0;41273894;18951189;20621107
2342;75,76131172839506;70,03513117283951;70,59483217592593;69,0;62,0;60,0;39274664;36306212;36596361;79,51940393518518;36,508217592592594;38,565113811728395;71,0;36,0;8,0;41222859;18925860;19992155
2343;75,86786458333333;70,1087924382716;70,71195408950618;69,0;62,0;60,0;39329901;36344398;36657077;79,63005594135802;36,40145640432099;38,73576774691358;71,0;36,0;8,0;41280221;18870515;20080622
2344;75,69914158950617;70,05946566358024;70,53355131172839;69,0;62,0;60,0;39242435;36318827;36564593;79,47411265432099;36,54636574074074;37,88590663580247;71,0;36,0;8,0;41199380;18945636;19640054
2345;75,85034915123457;70,18956983024691;70,69201774691358;69,0;62,0;60,0;39320821;36386273;36646742;79,6335262345679;36,48141010802469;38,01587962962963;71,0;36,0;8,0;41282020;18911963;19707432
2346;75,67283179012345;70,06200038580246;70,49614004629629;69,0;62,0;59,0;39228796;36320141;36545199;79,44880401234568;36,626606867283954;37,60151234567901;70,0;36,0;8,0;41186260;18987233;19492624
2347;75,82096643518518;70,1416724537037;70,64839699074074;69,0;62,0;59,0;39305589;36361443;36624129;79,5978587962963;36,58158179012346;38,10151041666666;70,0;36,0;8,0;41263530;18963892;19751823
2348;75,70724151234568;70,05266203703704;70,52928819444445;69,0;62,0;59,0;39246634;36315300;36562383;79,47892939814815;36,650293209876544;37,98329475308642;70,0;36,0;8,0;41201877;18999512;19690540
2349;75,60899112654322;69,93497299382716;70,43309027777778;69,0;62,0;59,0;39195701;36254290;36512514;79,38321566358024;36,76096064814815;38,1632388117284;70,0;36,0;8,0;41152259;19056882;19783823
2350;75,65271604938272;69,90042438271605;70,47662037037037;69,0;62,0;59,0;39218368;36236380;36535080;79,4213638117284;36,750673225308645;38,741147762345676;70,0;36,0;8,0;41172035;19051549;20083411
2351;75,54765817901234;69,81076581790123;70,37336419753086;69,0;62,0;59,0;39163906;36189901;36481552;79,32162037037037;36,885617283950616;38,718657407407406;70,0;36,0;8,0;41120328;19121504;20071752
2352;75,46909143518519;69,69851080246913;70,29734182098765;69,0;62,0;59,0;39123177;36131708;36442142;79,23556327160493;36,90449652777778;38,875297067901236;70,0;36,0;8,0;41075716;19131291;20152954
2353;75,46057291666666;69,63939429012346;70,31561342592593;69,0;62,0;59,0;39118761;36101062;36451614;79,23527584876543;36,97418595679012;39,37205054012345;70,0;36,0;8,0;41075567;19167418;20410471
2354;75,41592592592593;69,58858217592592;70,2820273919753;69,0;61,0;59,0;39095616;36074721;36434203;79,19249228395061;36,993618827160496;39,52036651234568;70,0;36,0;8,0;41053388;19177492;20487358
2355;75,42889081790123;69,5826350308642;70,30809799382716;69,0;61,0;59,0;39102337;36071638;36447718;79,20233410493827;36,9691300154321;39,96490547839506;70,0;36,0;8,0;41058490;19164797;20717807
2356;75,35806712962963;69,51122299382716;70,24393904320988;68,0;61,0;59,0;39065622;36034618;36414458;79,12905092592592;36,961095679012345;40,06350115740741;70,0;36,0;8,0;41020500;19160632;20768919
2357;75,38076774691358;69,48755594135802;70,28694830246914;68,0;61,0;59,0;39077390;36022349;36436754;79,16015046296296;36,929077932098764;40,36477430555556;70,0;36,0;8,0;41036622;19144034;20925099
2358;75,27443287037038;69,39088734567902;70,18126929012345;68,0;61,0;59,0;39022266;35972236;36381970;79,05409336419753;36,96130594135803;40,24811921296296;70,0;36,0;8,0;40981642;19160741;20864625
2359;75,13279706790124;69,24390046296297;70,04737268518518;68,0;61,0;59,0;38948842;35896038;36312558;78,91365933641976;36,98784143518518;40,33399305555555;70,0;36,0;8,0;40908841;19174497;20909142
2360;75,17888310185185;69,27897955246914;70,10361304012346;68,0;61,0;59,0;38972733;35914223;36341713;78,96309027777778;36,91571180555555;40,49130015432099;70,0;36,0;8,0;40934466;19137105;20990690
2361;75,15063078703703;69,25330054012346;70,08220100308642;68,0;61,0;59,0;38958087;35900911;36330613;78,94097608024691;36,99513117283951;40,54240354938272;70,0;36,0;8,0;40923002;19178276;21017182
2362;75,06542052469136;69,15998456790123;69,99137152777777;68,0;61,0;59,0;38913914;35852536;36283527;78,85272569444444;37,0531037808642;40,6356925154321;70,0;36,0;8,0;40877253;19208329;21065543
2363;75,08786265432099;69,17496527777777;70,01935956790123;68,0;61,0;59,0;38925548;35860302;36298036;78,8790162037037;37,03823688271605;40,631649305555555;70,0;36,0;8,0;40890882;19200622;21063447
2364;75,04256944444444;69,13183641975309;69,97188657407408;68,0;61,0;59,0;38902068;35837944;36273426;78,83242091049382;37,099461805555556;40,66311149691358;70,0;36,0;8,0;40866727;19232361;21079757
2365;75,03662422839506;69,12083526234568;69,96264853395061;68,0;61,0;59,0;38898986;35832241;36268637;78,82574266975308;37,105632716049385;40,6499324845679;70,0;36,0;8,0;40863265;19235560;21072925
2366;75,10046875;69,17412229938272;70,0208275462963;68,0;61,0;59,0;38932083;35859865;36298797;78,89174768518518;37,09457754629629;40,68711805555556;70,0;36,0;8,0;40897482;19229829;21092202
2367;69,76097800925926;70,94831404320988;80,84788580246914;70,0;66,0;64,0;36164091;36779606;41911544;87,67657021604938;49,03432291666667;52,815929783950615;76,0;40,0;30,0;45451534;25419393;27379778
2368;72,58701967592593;73,32502893518519;83,11816165123457;74,0;69,0;66,0;37629111;38011695;43088455;90,23436728395062;48,0029475308642;54,627679398148146;80,0;39,0;30,0;46777496;24884728;28318989
2369;72,46594907407408;72,97440779320988;82,55943479938271;73,0;68,0;66,0;37566348;37829933;42798811;89,89328125;48,46074266975309;54,40803047839506;79,0;40,0;30,0;46600677;25122049;28205123
2370;73,14433063271605;73,22262924382716;82,90745949074073;74,0;69,0;66,0;37918021;37958611;42979227;90,2745563271605;48,080800540123455;55,42648341049383;80,0;39,0;30,0;46798330;24925087;28733089
2371;72,78716820987654;72,88085841049383;82,31280478395061;74,0;69,0;66,0;37732868;37781437;42670958;89,66405671296296;48,168510802469136;54,72745756172839;79,0;39,0;30,0;46481847;24970556;28370714
2372;73,17281057098765;72,8953337191358;82,39975115740741;74,0;69,0;67,0;37932785;37788941;42716031;89,66880401234567;47,76137924382716;55,87563078703704;80,0;38,0;30,0;46484308;24759499;28965927
2373;72,85189236111111;72,42541473765432;81,70587962962964;73,0;68,0;66,0;37766421;37545335;42356328;89,04883101851851;47,84367476851852;55,64358796296296;79,0;38,0;28,0;46162914;24802161;28845636
2374;72,89955439814815;72,15464313271605;81,30245177469136;73,0;68,0;66,0;37791129;37404967;42147191;88,75134837962963;47,75061728395062;55,58992476851852;79,0;38,0;26,0;46008699;24753920;28817817
2375;72,82011381172839;71,5675675154321;80,6653163580247;73,0;67,0;66,0;37749947;37100627;41816900;88,17053433641975;47,58403935185185;56,869814814814816;79,0;38,0;26,0;45707605;24667566;29481312
2376;72,77121913580247;71,3768576388889;80,19719521604938;73,0;67,0;65,0;37724600;37001763;41574226;87,76568672839507;47,456560570987655;56,91655864197531;79,0;38,0;26,0;45497732;24601481;29505544
2377;72,80347993827161;71,16431905864198;79,72678819444444;73,0;67,0;65,0;37741324;36891583;41330367;87,30919945987654;47,174166666666665;56,7078125;78,0;37,0;24,0;45261089;24455088;29397330
2378;72,96083333333333;71,08968942901235;79,4342399691358;73,0;66,0;65,0;37822896;36852895;41178710;87,02776813271605;46,41122299382716;56,693265817901235;78,0;37,0;21,0;45115195;24059578;29389789
2379;72,73481674382717;70,68570408950617;78,77221836419753;73,0;66,0;64,0;37705729;36643469;40835518;86,45048418209876;46,25422067901235;56,19355709876543;78,0;37,0;20,0;44815931;23978188;29130740
2380;73,25094714506173;70,74768325617283;78,71788387345678;73,0;66,0;65,0;37973291;36675599;40807351;86,5207600308642;45,98640239197531;57,30895640432099;79,0;36,0;20,0;44852362;23839351;29708963
2381;73,16329282407408;70,54391203703703;77,98798804012345;73,0;66,0;64,0;37927851;36569964;40428973;85,98726851851852;46,42025270061728;55,68150655864198;78,0;36,0;18,0;44575800;24064259;28865293
2382;74,25607060185185;71,15210069444444;78,47000771604938;74,0;67,0;65,0;38494347;36885249;40678852;86,62626157407408;45,88307484567901;56,50820601851852;79,0;36,0;18,0;44907054;23785786;29293854
2383;73,92726658950617;70,85178047839506;77,71409143518518;73,0;66,0;65,0;38323895;36729563;40286985;85,95509837962963;46,15429591049383;54,808190586419755;79,0;36,0;16,0;44559123;23926387;28412566
2384;74,00152970679012;70,74648726851852;77,24055941358024;73,0;66,0;64,0;38362393;36674979;40041506;85,58013695987654;45,81978973765432;54,01593557098766;79,0;36,0;15,0;44364743;23752979;28001861
2385;74,12831018518519;70,68923804012346;76,73773919753087;74,0;66,0;64,0;38428116;36645301;39780844;85,26492862654321;45,755644290123456;53,10010802469136;78,0;36,0;14,0;44201339;23719726;27527096
2386;74,15179976851852;70,67081790123457;76,49161265432099;73,0;66,0;64,0;38440293;36635752;39653252;85,0597337962963;45,713240740740744;52,75355324074074;78,0;36,0;14,0;44094966;23697744;27347442
2387;74,03975115740741;70,31494212962963;75,93648148148148;73,0;66,0;64,0;38382207;36451266;39365472;84,55283950617284;45,185021219135805;53,153070987654324;78,0;36,0;14,0;43832192;23423915;27554552
2388;74,00878665123457;70,35980516975309;75,91074652777777;73,0;66,0;64,0;38366155;36474523;39352131;84,54281442901235;45,27173611111111;52,05697723765432;78,0;36,0;14,0;43826995;23468868;26986337
2389;74,28294174382717;70,60136766975309;76,19071952160493;73,0;66,0;64,0;38508277;36599749;39497269;84,83328317901234;45,132212577160495;52,12867476851852;78,0;36,0;14,0;43977574;23396539;27023505
2390;74,14575424382716;70,41686342592592;75,93501350308642;73,0;66,0;64,0;38437159;36504102;39364711;84,60838927469136;45,3219425154321;52,3683275462963;78,0;36,0;14,0;43860989;23494895;27147741
2391;73,76817901234568;70,05320216049383;75,53596836419753;73,0;65,0;63,0;38241424;36315580;39157846;84,22645447530864;45,655270061728395;51,991720679012346;78,0;36,0;14,0;43662994;23667692;26952508
2392;73,82047067901235;70,09147569444444;75,64688850308642;73,0;66,0;64,0;38268532;36335421;39215347;84,33339313271605;45,70097993827161;51,788472222222225;78,0;36,0;14,0;43718431;23691388;26847144
2393;74,49643904320988;70,81445216049383;76,41643325617284;74,0;67,0;65,0;38618954;36710212;39614279;85,07932484567901;45,15901041666667;52,25666087962963;79,0;36,0;14,0;44105122;23410431;27089853
2394;74,79418402777777;71,07867283950617;76,71837191358024;74,0;67,0;65,0;38773305;36847184;39770804;85,46912037037038;45,331869212962964;52,14156442901235;79,0;36,0;14,0;44307192;23500041;27030187
2395;75,01694058641975;71,18193094135802;77,11466049382716;74,0;67,0;65,0;38888782;36900713;39976240;85,69673611111111;44,845923996913584;53,71453896604938;79,0;36,0;14,0;44425188;23248127;27845617
2396;74,67893904320988;71,09526427469136;76,9026099537037;74,0;67,0;65,0;38713562;36855785;39866313;85,42063078703704;44,81375192901235;52,60246913580247;79,0;36,0;14,0;44282055;23231449;27269120
2397;74,94039737654322;71,19913966049383;77,40749228395062;75,0;67,0;65,0;38849102;36909634;40128044;85,74340277777777;44,427256944444444;55,00874614197531;79,0;35,0;14,0;44449380;23031090;28516534
2398;74,71775270061728;71,13514274691359;77,24215856481482;74,0;67,0;65,0;38733683;36876458;40042335;85,58019483024691;44,5816975308642;54,262266589506176;79,0;35,0;14,0;44364773;23111152;28129559
2399;74,58130401234568;71,02668595679012;77,15041087962963;74,0;67,0;65,0;38662948;36820234;39994773;85,46190586419753;44,6251813271605;54,361475694444444;79,0;35,0;14,0;44303452;23133694;28180989
2400;74,36631944444444;70,9102874228395;77,10438657407407;74,0;67,0;65,0;38551500;36759893;39970914;85,33876736111111;44,60670910493827;54,59400077160494;79,0;35,0;15,0;44239617;23124118;28301530
2401;74,26329861111111;70,81923996913581;77,02052854938272;74,0;66,0;65,0;38498094;36712694;39927442;85,25627314814815;44,68714313271605;54,431176697530866;78,0;35,0;14,0;44196852;23165815;28217122
2402;74,45605324074074;70,97128472222222;77,22609375;74,0;67,0;65,0;38598018;36791514;40034007;85,46777391975309;44,50250385802469;54,80728395061728;79,0;35,0;15,0;44306494;23070098;28412096
2403;74,34838541666667;70,87954282407408;77,1911361882716;74,0;67,0;65,0;38542203;36743955;40015885;85,40137538580247;44,76563657407407;54,98118634259259;79,0;35,0;15,0;44272073;23206506;28502247
2404;74,23457175925925;70,78375578703704;77,10066358024692;74,0;66,0;65,0;38483202;36694299;39968984;85,30887924382716;44,921788194444446;54,877046682098765;78,0;36,0;15,0;44224123;23287455;28448261
2405;74,38366319444444;70,74735339506172;77,28256365740741;74,0;66,0;65,0;38560491;36675428;40063281;85,46605902777777;44,89057677469136;56,44503665123457;79,0;36,0;15,0;44305605;23271275;29261107
2406;73,96272183641975;70,46643904320987;76,87745370370371;73,0;66,0;64,0;38342275;36529802;39853272;85,07034336419753;45,091894290123456;55,15315393518519;78,0;36,0;15,0;44100466;23375638;28591395
2407;73,84511766975308;70,3525424382716;76,81690972222222;73,0;66,0;64,0;38281309;36470758;39821886;84,98830439814814;45,13376350308642;55,26690200617284;78,0;36,0;15,0;44057937;23397343;28650362
2408;73,6517399691358;70,22700231481481;76,80390817901234;73,0;66,0;64,0;38181062;36405678;39815146;84,90778356481482;45,089807098765434;55,44759066358025;78,0;36,0;15,0;44016195;23374556;28744031
2409;73,54612075617284;70,14940586419753;76,71590084876543;73,0;66,0;64,0;38126309;36365452;39769523;84,81152777777778;45,10648919753086;55,406585648148145;78,0;36,0;15,0;43966296;23383204;28722774
2410;73,55825424382716;70,15829089506173;76,74240547839506;73,0;66,0;64,0;38132599;36370058;39783263;84,82870370370371;45,00068672839506;55,47445601851852;78,0;36,0;15,0;43975200;23328356;28757958
2411;73,70419174382717;70,29409143518518;76,91321952160494;73,0;66,0;64,0;38208253;36440457;39871813;84,9841300154321;44,99025270061728;55,78873649691358;78,0;36,0;15,0;44055773;23322947;28920881
2412;73,70329089506173;70,31145061728395;76,92869791666666;73,0;66,0;64,0;38207786;36449456;39879837;85,00218171296297;45,06135416666667;55,591819058641974;78,0;36,0;15,0;44065131;23359806;28818799
2413;73,94278935185186;70,57770640432099;77,10219714506172;73,0;66,0;65,0;38331942;36587483;39969779;85,18450231481482;44,828599537037036;55,22638888888889;78,0;36,0;15,0;44159646;23239146;28629360
2414;74,14469135802469;70,85009066358025;77,15807291666667;73,0;66,0;65,0;38436608;36728687;39998745;85,35968557098765;44,92012538580247;53,979683641975306;78,0;36,0;14,0;44250461;23286593;27983068
2415;74,22416473765432;70,96303240740741;77,22484567901235;73,0;66,0;64,0;38477807;36787236;40033360;85,43045910493827;44,98242476851852;53,737930169753085;78,0;36,0;14,0;44287150;23318889;27857743
2416;74,31125192901234;71,06972415123457;77,31436342592593;73,0;67,0;65,0;38522953;36842545;40079766;85,52975308641976;44,891988811728396;53,40248070987654;78,0;36,0;14,0;44338624;23272007;27683846
2417;74,5015200617284;71,40243055555555;77,41513310185185;74,0;67,0;65,0;38621588;37015020;40132005;85,75050733024692;44,914789737654324;52,225769675925925;79,0;36,0;14,0;44453063;23283827;27073839
2418;74,47286265432099;71,43756558641975;77,38908179012346;73,0;67,0;64,0;38606732;37033234;40118500;85,74073881172839;44,98720293209877;52,038468364197534;79,0;36,0;14,0;44447999;23321366;26976742
2419;74,78638117283951;71,70180748456791;77,76261766975308;74,0;67,0;65,0;38769260;37170217;40312141;86,09371527777778;44,82259645061728;52,85043402777778;79,0;36,0;14,0;44630982;23236034;27397665
2420;74,6679726080247;71,70562692901234;77,64236111111111;74,0;67,0;65,0;38707877;37172197;40249800;86,00438464506173;44,872947530864195;52,025;79,0;36,0;14,0;44584673;23262136;26969760
2421;74,60210455246913;71,65327353395061;77,61211226851852;74,0;67,0;65,0;38673731;37145057;40234119;85,96383101851852;44,931599151234565;51,82935763888889;79,0;36,0;14,0;44563650;23292541;26868339
2422;74,30562114197531;71,35988233024692;77,39920717592592;74,0;67,0;65,0;38520034;36992963;40123749;85,69292438271604;45,15334104938272;51,76331211419753;79,0;36,0;14,0;44423212;23407492;26834101
2423;74,4085223765432;71,46598765432098;77,51330439814815;74,0;67,0;65,0;38573378;37047968;40182897;85,8293576388889;45,05186149691358;51,42819444444444;79,0;36,0;14,0;44493939;23354885;26660376
2424;74,43462384259259;71,54844521604939;77,63889660493827;74,0;67,0;65,0;38586909;37090714;40248004;85,89826195987655;44,713800154320985;51,47267168209876;79,0;36,0;14,0;44529659;23179634;26683433
2425;74,47088155864198;71,63405478395062;77,82637538580246;74,0;67,0;65,0;38605705;37135094;40345193;86,01338541666667;44,601143904320985;51,896834490740744;79,0;36,0;14,0;44589339;23121233;26903319
2426;74,3453125;71,5355324074074;77,7306211419753;73,0;67,0;65,0;38540610;37084020;40295554;85,91332175925926;44,60781057098765;51,89490162037037;79,0;36,0;14,0;44537466;23124689;26902317
2427;74,49039544753086;71,61693672839506;77,83848765432099;74,0;67,0;65,0;38615821;37126220;40351472;86,06548418209877;44,598449074074075;52,32782407407407;79,0;36,0;14,0;44616347;23119836;27126744
2428;74,56603587962962;71,63128665123457;77,95847222222223;74,0;67,0;65,0;38655033;37133659;40413672;86,17863040123457;44,59904513888889;52,71483796296296;79,0;36,0;14,0;44675002;23120145;27327372
2429;74,40504436728395;71,42128858024691;77,7412037037037;73,0;67,0;65,0;38571575;37024796;40301040;86,01696180555555;44,86209297839506;52,65287422839506;79,0;36,0;14,0;44591193;23256509;27295250
2430;74,52851080246914;71,46741705246913;77,94375385802469;74,0;67,0;65,0;38635580;37048709;40406042;86,19761959876543;44,7658236882716;53,25307677469136;79,0;36,0;14,0;44684846;23206603;27606395
2431;74,32339120370371;71,35950424382716;77,79819637345679;73,0;67,0;65,0;38529246;36992767;40330585;86,01352237654321;44,88855516975308;52,83071180555555;79,0;36,0;14,0;44589410;23270227;27387441
2432;74,5602199074074;71,56073688271604;78,00615354938272;74,0;67,0;65,0;38652018;37097086;40438390;86,21737847222222;44,64554783950617;53,52924382716049;79,0;36,0;14,0;44695089;23144252;27749560
2433;74,8168537808642;71,84419174382717;78,28276813271604;74,0;68,0;66,0;38785057;37244029;40581787;86,47941743827161;44,60796489197531;53,80595486111111;79,0;36,0;14,0;44830930;23124769;27893007
2434;74,77927469135803;71,81287422839506;78,22250771604938;74,0;68,0;65,0;38765576;37227794;40550548;86,43352816358025;44,76170910493827;53,6399787808642;79,0;36,0;14,0;44807141;23204470;27806965
2435;74,87030092592593;71,8316087962963;78,30535108024691;74,0;68,0;66,0;38812764;37237506;40593494;86,52174961419753;44,77875;54,24938850308642;79,0;36,0;14,0;44852875;23213304;28122883
2436;74,69948688271604;71,70996913580247;78,10777391975309;74,0;68,0;65,0;38724214;37174448;40491070;86,34676697530864;45,06938850308642;53,54409915123457;79,0;36,0;14,0;44762164;23363971;27757261
