frame;mean_red;mean_green;mean_blue;median_red;median_green;median_blue;sum_red;sum_green;sum_blue;mean_value;mean_saturation;mean_hue;median_value;median_saturation;median_hue;sum_value;sum_saturation;sum_hue
540;64,29851658950618;51,67213348765432;49,3047762345679;68,0;56,0;53,0;33332351;26786834;25559596;65,37411844135802;51,47646412037037;33,083082561728396;71,0;44,0;6,0;33889943;26685399;17150270
541;64,49025655864197;51,8508487654321;49,49124807098765;68,0;56,0;53,0;33431749;26879480;25656263;65,56689236111112;51,28068094135803;33,052706404320986;71,0;43,0;6,0;33989877;26583905;17134523
542;64,73368827160493;52,016041666666666;49,694463734567904;69,0;57,0;53,0;33557944;26965116;25761610;65,80280285493828;51,198315972222225;33,16895061728395;71,0;43,0;6,0;34112173;26541207;17194784
543;64,73355131172839;52,02519868827161;49,70046103395062;69,0;57,0;54,0;33557873;26969863;25764719;65,80778356481481;51,25749228395062;33,149035493827164;71,0;43,0;6,0;34114755;26571884;17184460
544;64,7832388117284;51,94033179012346;49,74692129629629;69,0;57,0;54,0;33583631;26925868;25788804;65,85235918209877;51,17597608024691;34,44052854938272;71,0;43,0;6,0;34137863;26529626;17853970
545;64,88817515432099;52,06483410493827;49,83705825617284;69,0;57,0;54,0;33638030;26990410;25835531;65,95460069444445;51,06496334876543;33,76449074074074;71,0;43,0;6,0;34190865;26472077;17503512
546;64,84072723765432;52,02176311728395;49,79329282407407;69,0;57,0;54,0;33613433;26968082;25812843;65,90934992283951;51,14025848765432;33,73206018518518;71,0;43,0;6,0;34167407;26511110;17486700
547;65,06554205246914;52,061707175925925;50,04604359567901;69,0;57,0;54,0;33729977;26988789;25943869;66,13278356481482;51,011944444444445;35,68063078703704;72,0;43,0;6,0;34283235;26444592;18496839
548;64,91697145061728;51,988996913580245;49,909934413580245;69,0;57,0;54,0;33652958;26951096;25873310;65,99191358024692;51,130636574074074;35,068207947530865;71,0;43,0;6,0;34210208;26506122;18179359
549;64,93276427469135;51,98427083333333;49,92292052469136;69,0;57,0;54,0;33661145;26948646;25880042;66,00722222222223;51,11949652777778;35,26443479938271;71,0;43,0;6,0;34218144;26500347;18281083
550;64,78637345679013;51,87514660493827;49,762563657407405;69,0;57,0;54,0;33585256;26892076;25796913;65,85837770061728;51,20590663580247;34,791674382716046;71,0;43,0;6,0;34140983;26545142;18036004
551;64,63399112654321;51,74263117283951;49,6191300154321;69,0;57,0;54,0;33506261;26823380;25722557;65,70746913580247;51,35816936728395;34,7503800154321;71,0;43,0;6,0;34062752;26624075;18014597
552;64,5906037808642;51,66651813271605;49,532935956790126;69,0;56,0;54,0;33483769;26783923;25677874;65,66121141975309;51,406984953703706;34,66118634259259;71,0;43,0;6,0;34038772;26649381;17968359
553;64,65694444444445;51,753429783950615;49,562773919753084;69,0;57,0;54,0;33518160;26828978;25693342;65,72461419753087;51,45684413580247;34,284631558641976;71,0;43,0;6,0;34071640;26675228;17773153
554;64,58803433641975;51,696998456790126;49,4965875771605;69,0;57,0;54,0;33482437;26799724;25659031;65,65600694444444;51,53532793209877;34,21226851851852;71,0;43,0;6,0;34036074;26715914;17735640
555;64,76258487654322;51,7176138117284;49,638074845679014;69,0;57,0;54,0;33572924;26810411;25732378;65,81333719135803;51,39940200617284;35,36100115740741;71,0;43,0;6,0;34117634;26645450;18331143
556;64,7680111882716;51,79880401234568;49,55593557098766;69,0;57,0;54,0;33575737;26852500;25689797;65,81638695987654;51,60705439814815;33,6865412808642;71,0;44,0;6,0;34119215;26753097;17463103
557;64,97371141975309;51,99539930555556;49,654324845679014;69,0;57,0;54,0;33682372;26954415;25740802;66,0163811728395;51,723939043209874;32,895949074074075;72,0;44,0;6,0;34222892;26813690;17053260
558;65,19247492283951;52,07629822530864;49,873966049382716;69,0;57,0;54,0;33795779;26996353;25854664;66,2243962191358;51,58091435185185;34,13036651234568;72,0;44,0;6,0;34330727;26739546;17693182
559;64,86082175925925;51,895688657407405;49,56186921296296;69,0;57,0;54,0;33623850;26902725;25692873;65,90144097222222;51,852667824074075;33,00428047839506;72,0;44,0;6,0;34163307;26880423;17109419
560;65,01280864197531;51,9997762345679;49,70041087962963;69,0;57,0;54,0;33702640;26956684;25764693;66,0509375;51,776113040123455;33,33863425925926;72,0;44,0;6,0;34240806;26840737;17282748
561;65,2336149691358;52,18275655864198;49,90661458333334;70,0;57,0;54,0;33817106;27051541;25871589;66,26998842592593;51,72921875;33,71481674382716;72,0;44,0;6,0;34354362;26816427;17477761
562;65,10742476851851;52,10648148148148;49,80331597222222;69,0;57,0;54,0;33751689;27012000;25818039;66,14624228395061;51,808487654320984;33,403694058641975;72,0;44,0;6,0;34290212;26857520;17316475
563;65,12014081790123;52,00804398148148;49,814614197530865;69,0;57,0;54,0;33758281;26960970;25823896;66,15519290123457;51,846666666666664;34,53560570987654;72,0;44,0;6,0;34294852;26877312;17903258
564;64,99644290123457;51,996170910493824;49,689297839506175;69,0;57,0;54,0;33694156;26954815;25758932;66,03570601851852;51,9250212191358;33,50070216049383;72,0;44,0;6,0;34232910;26917931;17366764
565;65,07768132716049;52,02654513888889;49,770617283950614;69,0;57,0;54,0;33736270;26970561;25801088;66,11785686728395;51,86631365740741;33,98481481481482;72,0;44,0;6,0;34275497;26887497;17617728
566;65,13420138888888;52,08978395061728;49,82095486111111;70,0;57,0;54,0;33765570;27003344;25827183;66,17375;51,8931925154321;33,87239390432099;72,0;44,0;6,0;34304472;26901431;17559449
567;64,98275270061728;51,9757388117284;49,69221836419753;69,0;57,0;54,0;33687059;26944223;25760446;66,0267148919753;51,98672067901234;33,64251157407407;72,0;44,0;6,0;34228249;26949916;17440278
568;64,93003086419753;51,90846643518518;49,65034336419753;69,0;57,0;54,0;33659728;26909349;25738738;65,97250964506173;51,95887345679012;33,809837962962966;72,0;44,0;6,0;34200149;26935480;17527020
569;64,74201195987655;51,730189043209876;49,523904320987654;69,0;57,0;54,0;33562259;26816930;25673192;65,78767939814814;51,95950231481481;34,06935956790124;72,0;44,0;6,0;34104333;26935806;17661556
570;64,70679205246914;51,73815007716049;49,488377700617285;69,0;57,0;54,0;33544001;26821057;25654775;65,75499807098765;52,00008101851852;33,74144483024691;72,0;44,0;6,0;34087391;26956842;17491565
571;65,01430555555555;51,89180362654321;49,816246141975306;70,0;57,0;54,0;33703416;26900711;25824742;66,0584799382716;51,80631365740741;35,497951388888886;72,0;44,0;6,0;34244716;26856393;18402138
572;64,83194444444445;51,857519290123456;49,652617669753084;69,0;57,0;54,0;33608880;26882938;25739917;65,88532793209876;51,83939429012346;34,08996527777778;72,0;44,0;6,0;34154954;26873542;17672238
573;64,79759066358025;51,79581597222222;49,6477449845679;69,0;57,0;54,0;33591071;26850951;25737391;65,85487268518519;51,79561728395062;34,66964313271605;72,0;43,0;6,0;34139166;26850848;17972743
574;64,76119212962963;51,79392939814815;49,71591820987654;69,0;57,0;54,0;33572202;26849973;25772732;65,82315007716049;51,564932484567905;35,554212962962964;72,0;43,0;6,0;34122721;26731261;18431304
575;64,48596064814815;51,5929899691358;49,486045524691356;69,0;57,0;54,0;33429522;26745806;25653566;65,55223186728395;51,65834683641975;34,96100115740741;71,0;43,0;6,0;33982277;26779687;18123783
576;64,68602816358025;51,77103780864198;49,682048611111114;69,0;57,0;54,0;33533237;26838106;25755174;65,75150462962964;51,4821199845679;35,268560956790125;72,0;43,0;6,0;34085580;26688331;18283222
577;64,90824074074074;51,93921103395062;49,899081790123454;70,0;57,0;54,0;33648432;26925287;25867684;65,97375;51,37292824074074;35,6663850308642;72,0;43,0;6,0;34200792;26631726;18489454
578;64,86269097222223;51,94421489197531;49,84855709876543;69,0;57,0;54,0;33624819;26927881;25841492;65,9306037808642;51,43340856481481;35,06658564814815;72,0;43,0;6,0;34178425;26663079;18178518
579;64,97109375;52,055399305555554;49,977609953703706;70,0;57,0;54,0;33681015;26985519;25908393;66,04189621913581;51,24583333333333;35,172731481481485;72,0;43,0;6,0;34236119;26565840;18233544
580;65,0586612654321;52,12076967592593;50,05436728395062;70,0;57,0;54,0;33726410;27019407;25948184;66,13222415123457;51,249085648148146;35,29031635802469;72,0;43,0;6,0;34282945;26567526;18294500
581;65,07991512345679;52,133360339506176;50,0747762345679;70,0;57,0;55,0;33737428;27025934;25958764;66,15216049382715;51,256913580246916;35,34242862654321;72,0;43,0;6,0;34293280;26571584;18321515
582;33,76473186728395;29,97867862654321;28,266826774691356;12,0;15,0;15,0;17503637;15540947;14653523;36,19993634259259;79,52713155864197;43,8658487654321;17,0;80,0;16,0;18766047;41226865;22740056
583;34,349963348765435;30,540221836419754;28,945833333333333;12,0;16,0;15,0;17807021;15832051;15005520;36,83740933641975;78,28702739197531;44,648782793209875;17,0;77,0;17,0;19096513;40583995;23145929
584;35,1638811728395;31,06734760802469;29,84485339506173;13,0;16,0;17,0;18228956;16105313;15471572;37,74387152777778;76,90487847222222;47,14596450617284;18,0;77,0;17,0;19566423;39867489;24440468
585;35,40875578703704;31,301618441358023;30,09261574074074;13,0;16,0;17,0;18355899;16226759;15600012;37,99557291666667;77,24782214506173;47,40095293209877;18,0;77,0;18,0;19696905;40045271;24572654
586;35,46901041666667;31,321439043209878;30,178277391975307;13,0;16,0;17,0;18387135;16237034;15644419;38,074380787037036;76,8429899691358;47,61619405864197;18,0;77,0;17,0;19737759;39835406;24684235
587;35,61069058641975;31,38322337962963;30,357623456790122;13,0;16,0;17,0;18460582;16269063;15737392;38,248069058641974;76,74386766975309;48,38193287037037;19,0;77,0;17,0;19827799;39784021;25081194
588;35,74614390432099;31,461547067901236;30,495677083333334;13,0;17,0;17,0;18530801;16309666;15808959;38,400158179012344;76,49610532407408;48,77629050925926;19,0;77,0;18,0;19906642;39655581;25285629
589;35,82553433641975;31,49757908950617;30,554760802469136;13,0;17,0;17,0;18571957;16328345;15839588;38,488703703703706;76,48363233024692;48,89687692901234;19,0;77,0;18,0;19952544;39649115;25348141
590;35,84568479938272;31,50992091049383;30,541469907407407;13,0;17,0;17,0;18582403;16334743;15832698;38,50212770061729;76,51592978395061;48,70427083333333;19,0;77,0;17,0;19959503;39665858;25248294
591;35,80479552469136;31,463707561728395;30,49533179012346;13,0;17,0;17,0;18561206;16310786;15808780;38,46143518518519;76,5870351080247;48,709959490740744;19,0;77,0;17,0;19938408;39702719;25251243
592;35,83549189814815;31,48812885802469;30,587065972222224;13,0;17,0;18,0;18577119;16323446;15856335;38,517498070987656;76,57245177469136;49,05146219135803;19,0;78,0;17,0;19967471;39695159;25428278
593;35,87535686728395;31,498256172839508;30,705758101851853;13,0;17,0;18,0;18597785;16328696;15917865;38,59840663580247;76,59026234567901;49,65938850308642;19,0;78,0;18,0;20009414;39704392;25743427
594;35,893173225308644;31,51742283950617;30,729238040123455;13,0;17,0;18,0;18607021;16338632;15930037;38,62078510802469;76,58567901234568;49,69387345679012;19,0;78,0;18,0;20021015;39702016;25761304
595;35,89889274691358;31,50969714506173;30,765833333333333;13,0;17,0;18,0;18609986;16334627;15949008;38,64200617283951;76,5052488425926;49,92389081790123;19,0;78,0;18,0;20032016;39660321;25880545
596;35,96458912037037;31,525597993827162;30,85052276234568;13,0;17,0;18,0;18644043;16342870;15992911;38,7127662037037;76,28403935185185;50,49954861111111;19,0;78,0;18,0;20068698;39545646;26178966
597;35,92816550925926;31,504650848765433;30,79760223765432;13,0;17,0;18,0;18625161;16332011;15965477;38,67233410493827;76,48296682098766;50,3439313271605;19,0;78,0;18,0;20047738;39648770;26098294
598;35,90100115740741;31,470381944444444;30,75441550925926;13,0;17,0;18,0;18611079;16314246;15943089;38,63433834876543;76,38610532407408;50,39703703703704;19,0;78,0;18,0;20028041;39598557;26125824
599;35,91331404320988;31,466911651234568;30,75865740740741;13,0;17,0;18,0;18617462;16312447;15945288;38,64061728395062;76,30671875;50,4517399691358;19,0;78,0;18,0;20031296;39557403;26154182
600;35,90613811728395;31,466547067901235;30,729652777777776;13,0;17,0;18,0;18613742;16312258;15930252;38,62378279320988;76,2473263888889;50,21818094135803;19,0;78,0;18,0;20022569;39526614;26033105
601;35,87909722222222;31,428742283950616;30,70365162037037;13,0;17,0;18,0;18599724;16292660;15916773;38,59495756172839;76,21588927469136;50,17932677469136;19,0;78,0;18,0;20007626;39510317;26012963
602;35,89852237654321;31,434338348765433;30,70970100308642;13,0;17,0;18,0;18609794;16295561;15919909;38,61076967592592;76,22052276234568;50,12265817901235;19,0;78,0;18,0;20015823;39512719;25983586
603;35,941261574074076;31,43866898148148;30,739427083333332;13,0;17,0;18,0;18631950;16297806;15935319;38,64257716049383;75,98821566358025;50,212542438271605;19,0;78,0;18,0;20032312;39392291;26030182
604;36,02784915123457;31,456446759259258;30,81457175925926;13,0;17,0;18,0;18676837;16307022;15974274;38,718956404320984;75,68837962962964;50,70646990740741;19,0;78,0;18,0;20071907;39236856;26286234
605;35,97744020061728;31,42920524691358;30,7558699845679;13,0;17,0;18,0;18650705;16292900;15943843;38,66917631172839;75,89340663580246;50,565814043209876;19,0;78,0;18,0;20046101;39343142;26213318
606;35,991278935185186;31,439151234567902;30,750430169753088;13,0;17,0;18,0;18657879;16298056;15941023;38,675935570987654;75,88098379629629;50,50058449074074;19,0;78,0;18,0;20049605;39336702;26179503
607;36,030538194444446;31,44204089506173;30,771934799382716;13,0;16,0;18,0;18678231;16299554;15952171;38,71248649691358;75,81871334876543;50,75115162037037;19,0;77,0;18,0;20068553;39304421;26309397
608;36,05846257716049;31,44914737654321;30,787743055555556;13,0;17,0;18,0;18692707;16303238;15960366;38,73613425925926;75,6818537808642;50,75660108024692;19,0;77,0;18,0;20080812;39233473;26312222
609;36,07792824074074;31,446479552469135;30,80457175925926;13,0;17,0;18,0;18702798;16301855;15969090;38,756778549382716;75,65939043209876;50,91785108024691;19,0;77,0;18,0;20091514;39221828;26395814
610;36,07936535493827;31,44864390432099;30,79850887345679;13,0;17,0;18,0;18703543;16302977;15965947;38,75529320987654;75,65341242283951;50,87842399691358;19,0;77,0;18,0;20090744;39218729;26375375
611;36,11912808641976;31,480086805555555;30,8457600308642;13,0;17,0;18,0;18724156;16319277;15990442;38,80274305555555;75,67199652777778;51,02973765432099;19,0;77,0;18,0;20115342;39228363;26453816
612;36,18741512345679;31,519158950617285;30,89440586419753;13,0;17,0;18,0;18759556;16339532;16015660;38,869550540123456;75,64324652777778;51,119614197530865;19,0;77,0;18,0;20149975;39213459;26500408
613;36,19800733024692;31,522731481481483;30,901724537037037;13,0;17,0;18,0;18765047;16341384;16019454;38,87737847222222;75,6110474537037;51,13467978395062;19,0;77,0;18,0;20154033;39196767;26508218
614;36,20512538580247;31,529974922839507;30,88870563271605;13,0;17,0;18,0;18768737;16345139;16012705;38,87574266975309;75,55401620370371;51,0955574845679;19,0;77,0;18,0;20153185;39167202;26487937
615;36,22720100308642;31,53585262345679;30,91790702160494;13,0;17,0;18,0;18780181;16348186;16027843;38,899351851851854;75,53619598765432;51,36127893518518;19,0;77,0;18,0;20165424;39157964;26625687
616;36,22963348765432;31,547561728395063;30,953200231481482;13,0;17,0;18,0;18781442;16354256;16046139;38,917756558641976;75,6304012345679;51,48619212962963;19,0;77,0;18,0;20174965;39206800;26690442
617;36,24789737654321;31,538082561728395;31,013462577160492;13,0;17,0;18,0;18790910;16349342;16077379;38,94583333333333;75,55047260802469;52,05318672839506;19,0;77,0;20,0;20189520;39165365;26984372
618;36,136120756172836;31,473960262345678;30,902307098765434;13,0;17,0;18,0;18732965;16316101;16019756;38,82720486111111;75,65072723765432;51,77833526234568;19,0;77,0;18,0;20128023;39217337;26841889
619;36,12525655864197;31,419820601851853;30,90341435185185;13,0;17,0;18,0;18727333;16288035;16020330;38,805783179012344;75,49538194444445;52,27616898148148;19,0;77,0;20,0;20116918;39136806;27099966
620;36,00585648148148;31,341394675925926;30,765528549382715;13,0;17,0;18,0;18665436;16247379;15948850;38,67161844135803;75,64352044753086;51,8077237654321;19,0;77,0;18,0;20047367;39213601;26857124
621;35,95646219135803;31,282654320987653;30,717168209876544;13,0;17,0;18,0;18639830;16216928;15923780;38,61383680555556;75,5660513117284;51,81141203703704;19,0;77,0;18,0;20017413;39173441;26859036
622;35,99057484567901;31,298900462962962;30,776359953703704;13,0;17,0;18,0;18657514;16225350;15954465;38,66079475308642;75,52485918209877;52,11622492283951;19,0;77,0;19,0;20041756;39152087;27017051
623;35,943773148148146;31,2790412808642;30,724787808641974;13,0;17,0;18,0;18633252;16215055;15927730;38,61838155864198;75,72154899691358;51,83658564814815;19,0;77,0;18,0;20019769;39254051;26872086
624;35,936836419753085;31,293362268518518;30,74730324074074;13,0;17,0;18,0;18629656;16222479;15939402;38,6245061728395;75,78204668209877;51,895005787037036;19,0;77,0;18,0;20022944;39285413;26902371
625;35,929529320987655;31,29742862654321;30,784724151234567;13,0;17,0;18,0;18625868;16224587;15958801;38,63046103395062;75,79924189814815;52,12786072530864;19,0;77,0;20,0;20026031;39294327;27023083
626;35,914484953703706;31,28544560185185;30,7705362654321;13,0;17,0;18,0;18618069;16218375;15951446;38,61505015432099;75,82621913580248;52,14274691358025;19,0;77,0;20,0;20018042;39308312;27030800
627;35,90278935185185;31,271383101851853;30,78657600308642;13,0;17,0;18,0;18612006;16211085;15959761;38,611550925925926;75,8529224537037;52,28854745370371;19,0;77,0;20,0;20016228;39322155;27106383
628;35,9053587962963;31,279375;30,82211226851852;13,0;17,0;18,0;18613338;16215228;15978183;38,624463734567904;75,85691358024691;52,47330825617284;19,0;78,0;20,0;20022922;39324224;27202163
629;35,884677854938275;31,24483989197531;30,867436342592594;13,0;17,0;18,0;18602617;16197325;16001679;38,638389274691356;76,07710841049382;52,91600694444445;19,0;78,0;20,0;20030141;39438373;27431658
630;35,861855709876544;31,233381558641977;30,864760802469135;13,0;16,0;18,0;18590786;16191385;16000292;38,63023148148148;76,35728780864197;52,95449074074074;19,0;78,0;20,0;20025912;39583618;27451608
631;35,83346064814815;31,191359953703703;30,832056327160494;13,0;16,0;18,0;18576066;16169601;15983338;38,594739583333336;76,35830246913581;52,97736689814815;19,0;78,0;20,0;20007513;39584144;27463467
632;35,806797839506174;31,1803125;30,79278163580247;13,0;16,0;18,0;18562244;16163874;15962978;38,55926890432099;76,49402006172839;52,88144290123457;19,0;78,0;20,0;19989125;39654500;27413740
633;35,84304398148148;31,229423225308643;30,798655478395062;13,0;16,0;18,0;18581034;16189333;15966023;38,57474537037037;76,32215856481481;52,6132349537037;19,0;78,0;20,0;19997148;39565407;27274701
634;59,88957175925926;55,63483796296296;60,00798611111111;64,0;63,0;60,0;31046754;28841100;31108140;71,33499807098765;61,6920987654321;56,89842785493827;79,0;75,0;27,0;36980063;31981184;29496145
635;61,008337191358024;56,66056712962963;61,070034722222225;65,0;64,0;61,0;31626722;29372838;31658706;72,45430941358025;60,92389853395062;56,8984162808642;80,0;74,0;26,0;37560314;31582949;29496139
636;62,29148148148148;57,54722800925926;62,27488233024691;66,0;65,0;62,0;32291904;29832483;32283299;73,81765625;60,577837577160494;58,265407021604936;82,0;74,0;30,0;38267073;31403551;30204787
637;62,63820987654321;58,001363811728396;62,54641589506173;67,0;65,0;62,0;32471648;30067907;32424062;74,19358603395062;60,47505015432099;57,20652584876543;82,0;74,0;27,0;38461955;31350266;29655863
638;63,09532986111111;58,22563464506173;62,894195601851855;67,0;65,0;63,0;32708619;30184169;32604351;74,66124807098765;60,537638888888885;57,68574459876543;83,0;74,0;28,0;38704391;31382712;29904290
639;63,035391589506176;58,225399305555555;62,80369984567901;67,0;65,0;62,0;32677547;30184047;32557438;74,60405478395062;60,562519290123454;57,083458719135805;83,0;74,0;26,0;38674742;31395610;29592065
640;63,12170138888889;58,300055941358025;62,802640817901235;67,0;66,0;62,0;32722290;30222749;32556889;74,65521797839506;60,544375;56,84923032407407;83,0;74,0;21,0;38701265;31386204;29470641
641;63,10283179012346;58,23481674382716;62,52377700617284;67,0;65,0;62,0;32712508;30188929;32412326;74,5230574845679;60,73222029320988;56,175810185185185;83,0;74,0;20,0;38632753;31483583;29121540
642;63,035449459876546;58,17646219135803;62,40290895061728;67,0;65,0;62,0;32677577;30158678;32349668;74,43009259259259;60,80986689814815;55,966944444444444;83,0;74,0;18,0;38584560;31523835;29013264
643;63,130073302469135;58,222239583333334;62,312961033950614;67,0;65,0;62,0;32726630;30182409;32303039;74,43178047839505;60,84872492283951;55,58965663580247;83,0;74,0;15,0;38585435;31543979;28817678
644;62,95195023148148;58,16041666666667;62,02953317901235;67,0;65,0;62,0;32634291;30150360;32156110;74,20600308641976;60,924104938271604;54,64547839506173;83,0;74,0;12,0;38468392;31583056;28328216
645;62,88507716049383;58,09293595679012;61,91108024691358;67,0;65,0;62,0;32599624;30115378;32094704;74,10688657407407;60,9763811728395;54,47569058641975;83,0;75,0;11,0;38417010;31610156;28240198
646;62,91444444444444;58,07888310185185;61,853036265432095;67,0;65,0;62,0;32614848;30108093;32064614;74,11026234567902;61,06273341049383;54,14138117283951;83,0;75,0;11,0;38418760;31654921;28066892
647;62,7420524691358;57,92697337962963;61,66666859567901;67,0;65,0;62,0;32525480;30029343;31968001;73,93277970679013;61,176074459876546;53,932806712962964;82,0;75,0;11,0;38326753;31713677;27958767
648;62,8998225308642;57,925501543209876;61,83969714506173;67,0;65,0;62,0;32607268;30028580;32057699;74,08861882716049;61,1932349537037;55,1776774691358;83,0;75,0;14,0;38407540;31722573;28604108
649;62,61000578703704;57,80879822530864;61,51652199074074;67,0;65,0;61,0;32457027;29968081;31890165;73,79615354938272;61,314411651234565;53,74346836419753;82,0;75,0;11,0;38255926;31785391;27860614
650;62,624658564814816;57,7287712191358;61,56260223765432;67,0;65,0;61,0;32464623;29926595;31914053;73,82046682098765;61,388070987654324;54,22681712962963;82,0;75,0;11,0;38268530;31823576;28111182
651;62,472189429012346;57,70273148148148;61,36456211419753;67,0;65,0;61,0;32385583;29913096;31811389;73,6527912808642;61,47027199074074;53,05328703703704;82,0;75,0;9,0;38181607;31866189;27502824
652;62,95685956790123;57,95242669753087;61,78604938271605;68,0;65,0;62,0;32636836;30042538;32029888;74,09370177469135;61,263321759259256;54,212988040123456;83,0;75,0;10,0;38410175;31758906;28104013
653;63,04807484567901;58,13736689814815;61,788971836419755;68,0;65,0;61,0;32684122;30138411;32031403;74,17101273148148;61,28152006172839;53,230123456790125;83,0;75,0;9,0;38450253;31768340;27594496
654;63,06199845679012;57,916170910493825;61,735918209876544;67,0;65,0;61,0;32691340;30023743;32003900;74,1479475308642;61,37934992283951;54,71503665123457;83,0;75,0;11,0;38438296;31819055;28364275
655;62,5228587962963;57,508985339506175;61,141359953703706;67,0;65,0;61,0;32411850;29812658;31695681;73,5895736882716;61,73250771604938;53,418562885802466;82,0;75,0;9,0;38148835;32002132;27692183
656;62,79704861111111;57,69248649691358;61,32580825617284;67,0;65,0;61,0;32553990;29907785;31791299;73,84803433641976;61,63632716049383;53,37934992283951;82,0;75,0;9,0;38282821;31952272;27671855
657;63,341448688271605;58,05004436728395;61,70576195987654;67,0;65,0;61,0;32836207;30093143;31988267;74,4192438271605;61,67554012345679;53,196290509259256;83,0;75,0;8,0;38578936;31972600;27576957
658;63,363449074074076;58,04891396604938;61,65128472222222;67,0;65,0;61,0;32847612;30092557;31960026;74,41659336419752;61,69410300925926;52,99896990740741;83,0;75,0;8,0;38577562;31982223;27474666
659;63,88054976851852;58,24444637345679;62,1072974537037;68,0;66,0;62,0;33115677;30193921;32196423;74,93448688271604;61,677889660493825;54,438670910493826;84,0;75,0;9,0;38846038;31973818;28221007
660;63,90772183641975;58,37323881172839;62,05254436728395;68,0;66,0;62,0;33129763;30260687;32168039;74,97155092592592;61,74866898148148;53,194525462962964;84,0;75,0;8,0;38865252;32010510;27576042
661;64,20425733024692;58,381130401234564;62,27418016975309;68,0;66,0;62,0;33283487;30264778;32282935;75,23427083333333;61,74601080246914;54,62750192901235;85,0;76,0;9,0;39001446;32009132;28318897
662;64,0172511574074;58,32422260802469;62,01879436728395;68,0;66,0;62,0;33186543;30235277;32150543;75,03432484567901;61,86617283950617;53,20444058641975;84,0;76,0;8,0;38897794;32071424;27581182
663;63,825752314814814;58,082434413580245;61,802008101851854;68,0;65,0;61,0;33087270;30109934;32038161;74,82429205246913;62,012810570987654;53,450829475308645;84,0;76,0;8,0;38788913;32147441;27708910
664;63,040488040123456;57,23507716049383;60,97591435185185;67,0;64,0;61,0;32680189;29670664;31609914;73,95158564814815;62,38877700617284;53,92585648148148;83,0;76,0;9,0;38336502;32342342;27955164
665;62,95937692901234;57,13261574074074;60,8574112654321;67,0;64,0;61,0;32638141;29617548;31548482;73,86675347222223;62,52679012345679;53,839550540123454;83,0;76,0;9,0;38292525;32413888;27910423
666;63,435572916666665;57,32942901234568;61,3128125;67,0;65,0;61,0;32885001;29719576;31784562;74,33875964506173;62,40157407407408;55,557114197530865;84,0;76,0;11,0;38537213;32348976;28800808
667;63,37444637345679;57,38767168209876;61,21132716049383;67,0;65,0;61,0;32853313;29749769;31731952;74,2840374228395;62,4567650462963;54,1793962191358;83,0;76,0;9,0;38508845;32377587;28086599
668;63,90714699074074;57,819787808641976;61,75108989197531;68,0;65,0;61,0;33129465;29973778;32011765;74,8723476080247;62,29083140432099;54,55313850308642;84,0;76,0;9,0;38813825;32291567;28280347
669;64,01971257716049;57,88238811728395;61,825391589506175;68,0;65,0;62,0;33187819;30006230;32050283;74,97769290123456;62,258042052469136;54,6347087191358;84,0;76,0;9,0;38868436;32274569;28322633
670;63,92251736111111;57,77054976851852;61,69342978395062;67,0;65,0;62,0;33137433;29948253;31981874;74,85338734567901;62,272463348765434;54,66194058641975;84,0;76,0;9,0;38803996;32282045;28336750
671;63,91716820987654;57,752185570987656;61,67340470679012;67,0;65,0;62,0;33134660;29938733;31971493;74,85072145061729;62,34562885802469;54,61053047839506;84,0;76,0;9,0;38802614;32319974;28310099
672;64,28527777777778;57,9682561728395;62,00543016975308;68,0;65,0;62,0;33325488;30050744;32143615;75,20518711419753;62,263952546296295;55,811913580246916;85,0;76,0;11,0;38986369;32277633;28932896
673;64,21243055555556;57,996199845679016;61,881712962962965;68,0;66,0;62,0;33287724;30065230;32079480;75,12427662037037;62,25581211419753;54,49688850308642;84,0;76,0;9,0;38944425;32273413;28251187
674;64,53708719135803;58,14713734567901;62,1644425154321;68,0;66,0;62,0;33456026;30143476;32226047;75,4113850308642;62,1008487654321;55,74295524691358;85,0;76,0;11,0;39093262;32193080;28897148
675;64,34859182098765;58,10342399691358;61,93787615740741;68,0;66,0;62,0;33358310;30120815;32108595;75,19927854938271;62,10645061728395;54,34738040123457;85,0;76,0;9,0;38983306;32195984;28173682
676;64,48744405864197;58,23474344135803;62,0510050154321;68,0;66,0;62,0;33430291;30188891;32167241;75,32516203703703;61,970987654320986;54,50617091049383;85,0;76,0;9,0;39048564;32125760;28255999
677;56,05028163580247;48,40115354938271;46,76667438271605;51,0;41,0;38,0;29056466;25091158;24243844;56,30181134259259;58,97750964506173;28,41237075617284;51,0;33,0;6,0;29186859;30573941;14728973
678;58,60257523148148;50,712613811728396;49,229309413580246;54,0;43,0;41,0;30379575;26289419;25520474;58,85370949074074;56,41060956790123;30,489591049382717;54,0;33,0;6,0;30509763;29243260;15805804
679;58,57843942901235;50,71781635802469;49,19769868827161;54,0;43,0;41,0;30367063;26292116;25504087;58,83145061728395;56,84783950617284;30,33448688271605;54,0;33,0;6,0;30498224;29469920;15725398
680;58,93956211419753;50,9915162037037;49,552079475308645;54,0;44,0;41,0;30554269;26434002;25687798;59,19326774691358;55,8756462191358;31,112613811728394;54,0;33,0;6,0;30685790;28965935;16128779
681;59,27390046296296;51,23152391975309;49,87404899691358;54,0;44,0;41,0;30727590;26558422;25854707;59,52677276234568;55,271207561728396;32,13018132716049;55,0;33,0;6,0;30858679;28652594;16656286
